	rInmm	CH4	CO2	CO	H2O	H2	O2	T	f_Bilger
862018	3.9314	0.013471893991754198	0.10034342581312587	0.04881363019189818	0.11155711956263416	0.002306720688865081	0.011429770545780777	1857.6718123465243	0.08016339493829068
1435013	6.3278	0.00011948368271113182	0.10839123766989747	0.053525047129746116	0.11824912846781585	0.0021165814849337518	0.0002921551388186813	2037.9033801706562	0.06669844762825143
803571	9.7255	1.8643234436234088e-16	0.09727679588356472	0.004989130877099442	0.08134658535963885	0.00013410391747486155	0.0740723993178516	1699.911906389309	0.038131937226456025
264600	7.2544	7.735851795739522e-10	0.12481444654481882	0.0163601862292487	0.1100107088389078	0.0005173541128143482	0.01699896563924181	2034.532304963755	0.05392915524553685
741818	5.813	0.08984323117797634	0.05778913649701396	0.02897169319403865	0.07260019338399662	0.0019501512366007867	0.0773604182894387	1242.8635326245958	0.13374233900022767
1155746	5.284	0.07585368507001795	0.06006103695324722	0.03441892384607954	0.07568900123519856	0.0018477341912693105	0.07236598241384172	1307.876584826541	0.12257735730322095
414337	12.74	2.36680172261887e-22	6.737778858242646e-06	2.5030526470267174e-07	2.786476494216805e-05	2.4697447701621585e-07	0.23297027836863274	297.57474964441525	7.535878978243527e-06
1021920	6.5196	0.0574203860952338	0.07037720338040232	0.03666324869732045	0.08653731619889803	0.0020079180092182646	0.05677815618206152	1458.205529614767	0.10957480384774088
910204	8.283999999999999	8.823396032167706e-13	0.056453030664495994	0.00029693152978024035	0.05402262908053864	5.223849977920909e-06	0.1395238879599375	1286.5686165477507	0.022161716921367324
577372	6.5337	6.32503182489922e-07	0.08939315581105696	0.005167377335682526	0.0778508410367213	0.00013459119105459544	0.08371250704631067	1636.792930844051	0.03585885614549502
162434	2.71	0.2717481793609323	0.004217074350267326	0.002336787217140129	0.0062536774559972755	0.00018664180119482287	0.15900827921436927	379.74841688699206	0.2751805292744269
611927	10.975	2.4884575805138997e-16	0.0006503776222905506	7.122104817733229e-06	0.0010942556757083262	7.839711545482888e-07	0.2315017186817878	316.96716278460474	0.00035723835568424953
2274536	11.401	4.796743937029084e-17	0.003213804481124651	3.5374876997164774e-05	0.004863555879749099	2.0373063078224725e-06	0.2261180012948584	387.6944734723925	0.0016383910228834914
249076	0.8426	0.2553377792200485	0.0037217779399234467	0.0020409334554755713	0.005571068145517211	0.00014620348689295092	0.16408831361345497	371.6587613672294	0.2583104121553593
1908286	1.1373	0.3944497824272519	0.0015478204372548756	0.0008678733191637055	0.002408845433465433	8.011481042745953e-05	0.13703466908932094	332.45312552147664	0.3957565402435534
2123432	4.2544	0.06453060341502091	0.061440852884280125	0.03624963860665133	0.07613526113565919	0.001872465268464293	0.07211758487199114	1333.1561088405585	0.11230557123746336
376635	2.7988	0.12824085458571466	0.03483555801780297	0.02073639886515296	0.043675520784658674	0.000957645847340248	0.11979301994350015	889.2019700999298	0.1549937570854302
230166	7.0485	4.697645551448863e-08	0.12324736897276352	0.02641404036200357	0.11225624664280508	0.0008406360390155571	0.00960460897421642	2022.903644375705	0.057781433488541575
572898	16.033999999999995	4.710001643229021e-33	9.054569140934503e-20	5.21872281380167e-19	1.0799139995877307e-16	4.0243548303896765e-12	0.2330000252	297.36568047853893	-5.218128556463469e-09
149230	1.7692	0.2378006121249307	0.0038179348673403578	0.002141009027052247	0.005804600445688545	0.00016769093332393007	0.16792856892418864	376.01781138645987	0.24090609320337314
1823727	1.6663	0.268473233527113	0.006565881388662789	0.0038639369833578852	0.009130234333170915	0.0002165521463747009	0.1541226748864763	425.6529430326281	0.2736556921101717
