	rInmm	CH4	CO2	CO	H2O	H2	O2	T	f_Bilger
421316	8.007099999999998	1.5763722925344126e-20	0.11614550574993195	0.0019621483648392837	0.09008557114413207	5.3910089410426285e-05	0.05523237812620314	1895.60145390204	0.042213158141943666
941057	9.5373	9.53596461498614e-21	0.056881120831758815	0.0003944366213904568	0.0490463074142328	7.138284986169035e-06	0.14316653774664734	1230.7925491500055	0.021308089474576037
420183	10.787	5.487683123398422e-21	3.570202539974e-05	2.8514839887911966e-06	0.00017817504125881088	1.5484630592277392e-06	0.23281644369365034	302.100737107422	4.674177099299949e-05
1639555	8.0959	2.8902958152316024e-19	0.12845827290330375	0.004467883272705116	0.10167403422090192	0.00012364733834444098	0.032166220771525214	2047.0653332983911	0.04806784055174326
667501	7.0663	2.206161045637745e-18	0.1318257892501624	0.007828268311121508	0.1076284538351669	0.00021525163450674125	0.021018809632171315	2106.276954352201	0.05130471865095719
1051052	1.1692	0.4812273160793795	2.7491116663215667e-05	8.952882024570242e-06	3.862212004430535e-05	9.20338234485833e-07	0.1207902449203811	299.3191563939148	0.4812508051200676
1551468	15.537	0.0	2.1135778246555627e-35	2.5307759056656954e-34	5.938092934798738e-32	1.1678982757521014e-20	0.2329999954	298.25866671609117	-2.3992027887979063e-12
103202	4.5952	0.00038147844310326635	0.10261160000657576	0.05056862745204257	0.11679406002127495	0.0018317807786855688	0.0073157469833154	1978.6130851667235	0.0647266612838551
359135	7.1692	1.3872432144062971e-18	0.1337808435028646	0.006567255936140175	0.10885928123692903	0.0001828881436473208	0.019651979467099415	2127.056998039172	0.051434838626481814
1829231	8.1988	1.979868410733228e-20	0.11796358320562304	0.0019197164149251376	0.09070271907761646	5.317722352230821e-05	0.0532374971470468	1920.1796336267648	0.04268152963467488
1252150	6.7574	9.644119647297404e-18	0.1329128767318487	0.007401538665120553	0.10911244326063793	0.00020865914726741482	0.019454255286103558	2117.8933388434452	0.051624489554642584
1987184	6.7574	1.2241895585507076e-13	0.13027029494528136	0.015440626385809925	0.1124055426031436	0.00044947383179271135	0.01228742341630101	2114.981674275184	0.05484671539507728
2029966	3.5515	0.20535813693865174	0.0018980828320218828	0.0009385382794697668	0.002761654589961216	7.143285003260143e-05	0.18042180460460505	341.65194108628367	0.20682839724456584
161810	6.2284	9.892648224530367e-16	0.13248756642048712	0.009075760185660418	0.1115287890442592	0.000267582012282494	0.016382989229127475	2142.4045135598144	0.05267549104740992
1055975	4.4923	0.0012290486793673698	0.10184534458885153	0.0415856562713488	0.11145574738862908	0.001409069809243209	0.018512033677403183	1930.3946916294785	0.06103249136447793
